"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2002"	"2002"	279	287625193	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2003"	"2003"	304	290107933	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2004"	"2004"	226	292805298	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2005"	"2005"	283	295516599	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2006"	"2006"	214	298379912	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2007"	"2007"	213	301231207	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2008"	"2008"	235	304093966	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2009"	"2009"	234	306771529	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2010"	"2010"	177	308745538	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2011"	"2011"	214	311591917	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2012"	"2012"	201	313914040	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2013"	"2013"	226	316128839	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2014"	"2014"	232	318857056	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2015"	"2015"	273	321418820	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2016"	"2016"	212	323127513	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2017"	"2017"	250	325719178	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2018"	"2018"	238	327167434	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2019"	"2019"	226	328239523	0.1
	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2020 "	"2020"	179	329484123	0.1
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"1999"	"1999"	152	279040168	0.1
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2000"	"2000"	135	281421906	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2001"	"2001"	84	284968955	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2002"	"2002"	107	287625193	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2003"	"2003"	117	290107933	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2004"	"2004"	93	292805298	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2005"	"2005"	121	295516599	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2006"	"2006"	83	298379912	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2007"	"2007"	42	301231207	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2008"	"2008"	49	304093966	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2009"	"2009"	38	306771529	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2010"	"2010"	36	308745538	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2011"	"2011"	33	311591917	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2012"	"2012"	38	313914040	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2013"	"2013"	59	316128839	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2014"	"2014"	57	318857056	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2015"	"2015"	36	321418820	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2016"	"2016"	49	323127513	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2017"	"2017"	68	325719178	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2018"	"2018"	83	327167434	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2019"	"2019"	77	328239523	0.0
	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2020 "	"2020"	160	329484123	0.0
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"1999"	"1999"	124181	279040168	44.5
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2000"	"2000"	122009	281421906	43.4
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2001"	"2001"	123013	284968955	43.2
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2002"	"2002"	124816	287625193	43.4
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2003"	"2003"	126382	290107933	43.6
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2004"	"2004"	121987	292805298	41.7
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2005"	"2005"	130933	295516599	44.3
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2006"	"2006"	124583	298379912	41.8
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2007"	"2007"	127924	301231207	42.5
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2008"	"2008"	141090	304093966	46.4
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2009"	"2009"	137353	306771529	44.8
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2010"	"2010"	138080	308745538	44.7
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2011"	"2011"	142943	311591917	45.9
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2012"	"2012"	143489	313914040	45.7
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2013"	"2013"	149205	316128839	47.2
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2014"	"2014"	147101	318857056	46.1
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2015"	"2015"	155041	321418820	48.2
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2016"	"2016"	154596	323127513	47.8
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2017"	"2017"	160201	325719178	49.2
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2018"	"2018"	159486	327167434	48.7
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2019"	"2019"	156979	328239523	47.8
	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2020 "	"2020"	152657	329484123	46.3
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"1999"	"1999"	1172	279040168	0.4
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2000"	"2000"	1167	281421906	0.4
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2001"	"2001"	959	284968955	0.3
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2002"	"2002"	955	287625193	0.3
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2003"	"2003"	850	290107933	0.3
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2004"	"2004"	773	292805298	0.3
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2005"	"2005"	866	295516599	0.3
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2006"	"2006"	740	298379912	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2007"	"2007"	667	301231207	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2008"	"2008"	731	304093966	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2009"	"2009"	639	306771529	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2010"	"2010"	620	308745538	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2011"	"2011"	619	311591917	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2012"	"2012"	616	313914040	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2013"	"2013"	664	316128839	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2014"	"2014"	563	318857056	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2015"	"2015"	617	321418820	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2016"	"2016"	518	323127513	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2017"	"2017"	502	325719178	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2018"	"2018"	492	327167434	0.2
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2019"	"2019"	448	328239523	0.1
	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2020 "	"2020"	457	329484123	0.1
	"Emphysema (J43)"	"GR113-084"	"1999"	"1999"	17787	279040168	6.4
	"Emphysema (J43)"	"GR113-084"	"2000"	"2000"	16700	281421906	5.9
	"Emphysema (J43)"	"GR113-084"	"2001"	"2001"	16242	284968955	5.7
	"Emphysema (J43)"	"GR113-084"	"2002"	"2002"	15489	287625193	5.4
	"Emphysema (J43)"	"GR113-084"	"2003"	"2003"	14861	290107933	5.1
	"Emphysema (J43)"	"GR113-084"	"2004"	"2004"	13639	292805298	4.7
	"Emphysema (J43)"	"GR113-084"	"2005"	"2005"	14002	295516599	4.7
	"Emphysema (J43)"	"GR113-084"	"2006"	"2006"	12551	298379912	4.2
	"Emphysema (J43)"	"GR113-084"	"2007"	"2007"	12790	301231207	4.2
	"Emphysema (J43)"	"GR113-084"	"2008"	"2008"	12448	304093966	4.1
	"Emphysema (J43)"	"GR113-084"	"2009"	"2009"	10878	306771529	3.5
	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	10034	308745538	3.2
	"Emphysema (J43)"	"GR113-084"	"2011"	"2011"	9352	311591917	3.0
	"Emphysema (J43)"	"GR113-084"	"2012"	"2012"	8485	313914040	2.7
	"Emphysema (J43)"	"GR113-084"	"2013"	"2013"	8284	316128839	2.6
	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	7455	318857056	2.3
	"Emphysema (J43)"	"GR113-084"	"2015"	"2015"	7249	321418820	2.3
	"Emphysema (J43)"	"GR113-084"	"2016"	"2016"	6977	323127513	2.2
	"Emphysema (J43)"	"GR113-084"	"2017"	"2017"	7085	325719178	2.2
	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	7560	327167434	2.3
	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	7272	328239523	2.2
	"Emphysema (J43)"	"GR113-084"	"2020 "	"2020"	7425	329484123	2.3
	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	4657	279040168	1.7
	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	4487	281421906	1.6
	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	4269	284968955	1.5
	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	4261	287625193	1.5
	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	4099	290107933	1.4
	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	3816	292805298	1.3
	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	3884	295516599	1.3
	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	3613	298379912	1.2
	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	3447	301231207	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	3397	304093966	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	3388	306771529	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	3404	308745538	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	3345	311591917	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	3531	313914040	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	3630	316128839	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	3651	318857056	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	3615	321418820	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	3518	323127513	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2017"	"2017"	3564	325719178	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2018"	"2018"	3441	327167434	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2019"	"2019"	3524	328239523	1.1
	"Asthma (J45-J46)"	"GR113-085"	"2020 "	"2020"	4145	329484123	1.3
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"1999"	"1999"	100565	279040168	36.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2000"	"2000"	99655	281421906	35.4
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2001"	"2001"	101543	284968955	35.6
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2002"	"2002"	104111	287625193	36.2
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2003"	"2003"	106572	290107933	36.7
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2004"	"2004"	103759	292805298	35.4
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2005"	"2005"	112181	295516599	38.0
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2006"	"2006"	107679	298379912	36.1
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2007"	"2007"	111020	301231207	36.9
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2008"	"2008"	124514	304093966	40.9
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2009"	"2009"	122448	306771529	39.9
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2010"	"2010"	124022	308745538	40.2
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2011"	"2011"	129627	311591917	41.6
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2012"	"2012"	130857	313914040	41.7
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2013"	"2013"	136627	316128839	43.2
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2014"	"2014"	135432	318857056	42.5
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2015"	"2015"	143560	321418820	44.7
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2016"	"2016"	143583	323127513	44.4
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2017"	"2017"	149050	325719178	45.8
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	147993	327167434	45.2
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2019"	"2019"	145735	328239523	44.4
	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2020 "	"2020"	140630	329484123	42.7
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"1999"	"1999"	1113	279040168	0.4
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2000"	"2000"	1161	281421906	0.4
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2001"	"2001"	1136	284968955	0.4
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2002"	"2002"	1114	287625193	0.4
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2003"	"2003"	1114	290107933	0.4
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2004"	"2004"	1033	292805298	0.4
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2005"	"2005"	1007	295516599	0.3
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2006"	"2006"	924	298379912	0.3
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2007"	"2007"	915	301231207	0.3
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2008"	"2008"	908	304093966	0.3
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2009"	"2009"	841	306771529	0.3
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2010"	"2010"	845	308745538	0.3
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2011"	"2011"	773	311591917	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2012"	"2012"	765	313914040	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2013"	"2013"	806	316128839	0.3
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2014"	"2014"	737	318857056	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2015"	"2015"	728	321418820	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2016"	"2016"	704	323127513	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2017"	"2017"	681	325719178	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2018"	"2018"	661	327167434	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2019"	"2019"	672	328239523	0.2
	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2020 "	"2020"	622	329484123	0.2
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"1999"	"1999"	15268	279040168	5.5
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2000"	"2000"	16636	281421906	5.9
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2001"	"2001"	17301	284968955	6.1
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2002"	"2002"	17593	287625193	6.1
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2003"	"2003"	17335	290107933	6.0
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2004"	"2004"	16780	292805298	5.7
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2005"	"2005"	17279	295516599	5.8
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2006"	"2006"	16887	298379912	5.7
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2007"	"2007"	16988	301231207	5.6
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2008"	"2008"	16608	304093966	5.5
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2009"	"2009"	15948	306771529	5.2
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2010"	"2010"	17011	308745538	5.5
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2011"	"2011"	18195	311591917	5.8
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2012"	"2012"	17897	313914040	5.7
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2013"	"2013"	18579	316128839	5.9
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2014"	"2014"	18792	318857056	5.9
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2015"	"2015"	19803	321418820	6.2
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2016"	"2016"	19715	323127513	6.1
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2017"	"2017"	20108	325719178	6.2
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	19239	327167434	5.9
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2019"	"2019"	19184	328239523	5.8
	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2020 "	"2020"	18327	329484123	5.6
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"1999"	"1999"	25031	279040168	9.0
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2000"	"2000"	25535	281421906	9.1
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2001"	"2001"	26178	284968955	9.2
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2002"	"2002"	25039	287625193	8.7
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2003"	"2003"	25520	290107933	8.8
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2004"	"2004"	27310	292805298	9.3
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2005"	"2005"	27056	295516599	9.2
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2006"	"2006"	27644	298379912	9.3
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2007"	"2007"	28508	301231207	9.5
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2008"	"2008"	29925	304093966	9.8
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2009"	"2009"	30530	306771529	10.0
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2010"	"2010"	31187	308745538	10.1
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2011"	"2011"	32758	311591917	10.5
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2012"	"2012"	33285	313914040	10.6
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2013"	"2013"	35217	316128839	11.1
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2014"	"2014"	36187	318857056	11.3
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2015"	"2015"	38286	321418820	11.9
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2016"	"2016"	39224	323127513	12.1
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2017"	"2017"	41693	325719178	12.8
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	43814	327167434	13.4
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2019"	"2019"	44112	328239523	13.4
	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2020 "	"2020"	45106	329484123	13.7
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"1999"	"1999"	4604	279040168	1.6
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2000"	"2000"	4558	281421906	1.6
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2001"	"2001"	4491	284968955	1.6
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2002"	"2002"	4079	287625193	1.4
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2003"	"2003"	3913	290107933	1.3
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2004"	"2004"	3682	292805298	1.3
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2005"	"2005"	3478	295516599	1.2
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2006"	"2006"	3323	298379912	1.1
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2007"	"2007"	3045	301231207	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2008"	"2008"	3073	304093966	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2009"	"2009"	2956	306771529	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2010"	"2010"	2977	308745538	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2011"	"2011"	2995	311591917	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2012"	"2012"	2892	313914040	0.9
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2013"	"2013"	2988	316128839	0.9
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2014"	"2014"	3037	318857056	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2015"	"2015"	3056	321418820	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2016"	"2016"	3208	323127513	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2017"	"2017"	3344	325719178	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	3372	327167434	1.0
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2019"	"2019"	3544	328239523	1.1
	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2020 "	"2020"	3829	329484123	1.2
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"1999"	"1999"	390	279040168	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2000"	"2000"	435	281421906	0.2
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2001"	"2001"	428	284968955	0.2
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2002"	"2002"	480	287625193	0.2
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2003"	"2003"	439	290107933	0.2
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2004"	"2004"	452	292805298	0.2
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2005"	"2005"	439	295516599	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2006"	"2006"	424	298379912	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2007"	"2007"	426	301231207	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2008"	"2008"	418	304093966	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2009"	"2009"	426	306771529	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2010"	"2010"	415	308745538	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2011"	"2011"	387	311591917	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2012"	"2012"	383	313914040	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2013"	"2013"	371	316128839	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2014"	"2014"	387	318857056	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2015"	"2015"	370	321418820	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2016"	"2016"	403	323127513	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2017"	"2017"	405	325719178	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2018"	"2018"	368	327167434	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2019"	"2019"	388	328239523	0.1
	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2020 "	"2020"	449	329484123	0.1
	"#Hernia (K40-K46)"	"GR113-092"	"1999"	"1999"	1464	279040168	0.5
